Submission Date (Central Time),ucnValue,mouseFlowPlaybackUrl,audience,email_address,Overall Rating,Comments,Feedback Categories,Subcategory
8/2/2022,,,,,4,"I couldn't find the $5 shop, but I finally typed in the code and it brought up a whole list, so that was nice once I figured it out",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,Adding bonus points to order is confusing.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,"Bring back the $1 books for everyone regardless of the amount purchased. Not only does this limit the books teachers can afford to buy for their students, it also makes it harder for parents to purchase books they can afford. As a former title 1 teacher this makes a difference.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,It seems as if the teacher catalog has fewer items that in the past.  Several items that I thought were available and wanted to  get with bonus points are not listed.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,1,"I have changed my email address 3 times. Each time I log out and log back in, it is back to my old email address. I also paid the balance on my account. After logging back in, the balance is back there again. I hope I do not regret using Scholastic Book Clubs again. Last year was a terrible experience and it's beginning to look that way again.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,Would enjoy higher levels (3rd and up) to have several $1 choices,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,Would enjoy higher levels (3rd and up) to have several $1 choices,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,2,I want to find a book and not do all this administration stuff,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,There are too many places to look on this site.  I always have difficulty finding the value books.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,After updating my profile information I found it hard to find the class code option again. I had to log out and relog back in to find it again. It would be nice to have it a bit easier to navigate back after leaving the main screen.    That being said I love that this is still around. I will be 40 this year and still get as giddy as I did when I was in grade school now getting them for my children.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,After updating my profile information I found it hard to find the class code option again. I had to log out and relog back in to find it again. It would be nice to have it a bit easier to navigate back after leaving the main screen.    That being said I love that this is still around. I will be 40 this year and still get as giddy as I did when I was in grade school now getting them for my children.,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,5,I have ordered from Scholastic in the past and have always been pleased.  I do recall not utilizing Scholastic as much this past school year because of the long delay in receiving orders.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,The price of your books has increased significantly.  Many families will not be able to buy books.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,Will there be 10 books of the same title for $10?,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,1,I can't find my child's teacher,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,I was hoping to find books for $1 to purchase for my students and did not find any .,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,I had trouble finding where to enter my daughters teacher code but I searched the help tab and quickly found an accurate resolution.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,great and easy to follow,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,5,Fast and Easy,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,4,"I found it confusing in how to order a book.  I had to read 'fine print' to realize I needed the item number.  Prior, I only had to click on the book to have it added to my cart.  I also wanted the drop down box to include giving the book to the teacher, but it only had the students.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,more $1.00- $1.50 book options,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,"I wish I could easily  find where the teacher deals are located. I like to purchase books for my students for their birthdays and special events, but it is hard to find the deals. I would love to buy more products but I do not have the time to hunt around for the deals. Please for the sake of teachers/ parents please make it easier to find the deals. Thank you   If you can, it would be nice to see more books for pre-k and kindergarteners with more depth  or a deeper meaning to the books so we could really get into the meaning of the story. Sometimes it is good for the children to have to think why we are reading the story. This helps them to reach high thinking skills needed. Thank you",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,"I wish I could easily  find where the teacher deals are located. I like to purchase books for my students for their birthdays and special events, but it is hard to find the deals. I would love to buy more products but I do not have the time to hunt around for the deals. Please for the sake of teachers/ parents please make it easier to find the deals. Thank you   If you can, it would be nice to see more books for pre-k and kindergarteners with more depth  or a deeper meaning to the books so we could really get into the meaning of the story. Sometimes it is good for the children to have to think why we are reading the story. This helps them to reach high thinking skills needed. Thank you",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,Very clear directions and organization is wonderful.,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,5,I wish I could search by catalog when spending the bonus free $10,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,Still waiting on an order shipment to EDUCARE of Lincoln from June!,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,Awesome site.  Gives enough info about the contents to help in the selection.,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,1,never received an email to recover password,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,I wish you carried more of your Branches series online. I end up ordering from Amazon instead because they have a bigger selection. It also stinks when you can only buy books in packs from Branches. It is such a great set of books for my 4th graders who are EL and are still working on developing reading skills. They feel great reading a chapter book like peers. Just wish you had a bigger selection on the website.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,Very disappointed with the huge increase in prices for most books.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,2,"My account is tax exempt, but I was still charged tax.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,1,I'm not sure if my purchase was made or not. My daughter is Harlo and your asking me to connect the purchase to a child so I pick my daughter and then you send me to another page saying connect to the teacher etc I JUST WANT TO PURCHASE SOME BOOKS FOR MY DAUGHTER NOT STAY ON HERE PLAYING CONNECTION GAMES! LAST TIME I ORDERED IT WAS EASY I PLACED THE ORDER AND IT SAID ORDER PLACED.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,My granddaughter's teacher was not registered with Scholastic.  I spent an excessive amount of time chatting on the site to find out how to correct the problem.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,"I am sad to see how much inflation has occurred on the books.  You used to be able to get such great deals and now prices have doubled. Literally you could get $1 books but now cheapest is $2 and those are rare! Even the ""value"" packs most of them are crazy.  I do appreciate the class funds campaign I was able to do but not sure I can keep it up after this year with this inflation. And saying you'll throw in 5 free books with an order over $50, well those of us who spent $400 should be getting a set for each $50 we spent not just 1 set!! That's not okay!",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,"I am sad to see how much inflation has occurred on the books.  You used to be able to get such great deals and now prices have doubled. Literally you could get $1 books but now cheapest is $2 and those are rare! Even the ""value"" packs most of them are crazy.  I do appreciate the class funds campaign I was able to do but not sure I can keep it up after this year with this inflation. And saying you'll throw in 5 free books with an order over $50, well those of us who spent $400 should be getting a set for each $50 we spent not just 1 set!! That's not okay!",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,Prices have gone up.  Missing the 10 for $10 packs.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,Keeps signing out even when actively browsing and shopping.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,books are too limited,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,Thank you for the book package deals.  This is a great way to have books that the students will enjoy for small group or reading group lessons.,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,3,The discount code to receive a free $5 book after spending $25  was a nice incentive to order from Scholastic rather than from Amazon.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,Easy to find titles by item number and title.,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,5,Love the opportunity to purchase books as a parent.,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,4,I wish  the books in the packs had the guided reading levels listed to make it easier to distribute them in my classroom library.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,I have always been satisfied with your company.  I appreciate the bonuses as well!  Thank you!,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,4,Just wish I could get some of the teacher books on the club site.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,"I miss the dollar books for 10 for 10  sets. As the price goes up, it is harder for me to purchase books each month for my entire class. :(",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,"I was struggling with how to use my bonus points.  The site is not user friendly.  I was able to find out how to do it, but then with seeing the book flyers.",Not Thanks/Praise,Not Thanks/Praise
